lm,lml,rf,y-real
113.8376717422079,110.98164205896177,113.3551724137931,100.5
48.49999999993272,73.60241900069629,51.203448275862065,48.5
123.29907800237054,114.15733267713901,152.0344827586207,154.5
110.33649422452908,126.48158330169004,124.37241379310345,122.0
154.8312257990513,151.70595670634304,151.70862068965516,162.0
139.947676582578,129.76992068018453,114.48275862068965,107.0
136.02688525623796,137.04490698350008,143.21724137931034,150.5
30.710523201693043,42.10320082615665,62.68793103448276,44.5
45.51476822549311,57.949709937474196,73.17931034482758,59.5
83.66055708069452,92.43167792634179,77.09137931034483,51.5
153.57780709479408,151.16697188344227,146.32413793103447,161.5
77.00857442155305,80.39598196526426,73.39655172413794,61.0
117.93771280443856,116.12150709198016,110.82241379310345,102.5
132.50220424533887,126.35623053808423,115.18448275862069,120.0
42.999685863771205,60.20168662132738,79.23275862068965,106.5
145.07629487092575,133.44266126490712,138.43103448275863,140.0
68.87772942802499,67.56950182870614,76.1948275862069,56.5
64.71931749980992,73.08676663685313,71.6103448275862,61.5
127.13511196615278,103.54780656458964,100.26551724137931,85.5
87.26532161340616,85.9587451171648,95.41206896551724,106.0
101.58503326174792,101.49325370907822,111.24310344827586,74.0
109.91824074084539,112.85899527136445,147.66034482758621,154.5
149.94088379154573,150.96979861453073,147.27241379310345,150.5
112.21599152985988,109.6388090130933,113.00862068965517,110.5
148.2937414353325,150.7654316205682,131.40862068965518,98.5
101.03797139563949,100.47736384067926,105.17241379310344,109.0
75.74932549586815,75.00206855145649,73.0551724137931,61.0
135.9445629797482,130.49933490164096,140.8206896551724,146.5
93.93222823067259,92.29447485181187,104.26551724137931,107.0
113.17255644792792,104.191268289711,97.86379310344827,95.0
69.65194075944571,82.47658931872837,90.83793103448276,87.5
52.11471652431542,66.99125989476866,53.84827586206897,52.5
143.41273052093226,138.40219288035212,123.44137931034483,133.0
113.47367932310047,101.80923459388958,101.80172413793103,76.5
105.60805619327297,94.63978341655181,103.9,110.0
82.41659585576791,95.03886109146748,90.67068965517241,79.5
72.53626011861188,79.21181117486125,84.87413793103448,90.0
112.57795930663995,100.0872610117986,111.52241379310345,120.0
62.98138704513291,87.68566617869939,65.79827586206896,62.5
117.43787785001251,119.82553909623613,118.40862068965517,121.0
169.67687199659093,159.4440923058824,199.91034482758621,194.5
111.07730974168786,115.01609512445047,121.39310344827587,122.5
77.45665230623246,103.04525781344698,91.41896551724138,80.0
104.83492661225529,106.20207862773675,79.27931034482759,74.0
151.10276451477353,155.08814020056815,144.74137931034483,169.0
90.75808219373023,94.61961922559294,78.86896551724138,69.5
153.21283210692417,144.28885924679741,136.10689655172413,137.0
120.91089633684248,115.57955104425955,111.39137931034483,163.5
146.66124101449265,133.77769798548078,128.11206896551724,128.5
86.18864241904501,101.95446397600799,104.15517241379311,118.0
116.58432960981958,120.47074376332753,99.42586206896551,119.5
115.85285566501315,111.79360678154941,83.70862068965518,68.5
103.45524374592122,102.3672102305098,75.98620689655172,73.0
106.14354175611913,101.81531798938666,104.6948275862069,99.0
92.11736659569405,87.36934467289466,93.75,82.0
131.7116609495277,123.25964723800455,109.86551724137931,109.5
77.45665230623246,103.04525781344698,91.41896551724138,80.0
89.80521274783277,78.55817243329616,69.69827586206897,66.5
169.32826006798885,159.41665221670476,238.5344827586207,254.0
137.9081239784108,134.14901982588972,122.68275862068965,100.0
126.19412668760599,119.02307961234834,110.95862068965518,125.0
112.15380227378475,98.6854666821473,96.7448275862069,168.0
131.7190412681928,124.66604640238455,104.8603448275862,177.0
144.3589899618159,132.575989462699,132.75689655172414,133.5
101.51135840573866,92.35717428451666,92.03620689655172,107.0
107.499999999912,114.81239600241335,107.25,107.5
106.13531738443146,107.19578374256915,131.74655172413793,143.5
137.20480944613087,129.14010900019363,135.11724137931034,139.5
115.15855989845517,134.69868935297615,117.29827586206896,153.0
89.3065998661929,93.53748823390157,101.72413793103448,109.5
151.10276451477353,155.08814020056815,144.74137931034483,169.0
137.20480944613087,129.14010900019363,135.11724137931034,139.5
54.705271845783244,59.627489462563204,75.34310344827587,76.0
126.24333297056273,116.84579767726399,116.99827586206897,100.5
26.499999999648594,49.788221698088634,31.53448275862069,26.5
101.51135840573866,92.35717428451666,92.03620689655172,107.0
71.0471341794424,79.772315291573,73.25862068965517,67.0
95.92890318443372,101.05541917412272,83.71034482758621,74.5
89.69003502990752,84.44663508144401,98.66896551724138,96.0
98.36931349646457,108.12561948758672,92.57413793103449,81.0
120.68183204422952,110.94563609900203,130.14827586206897,138.5
122.81740922694709,115.07716326513948,99.69137931034483,94.5
129.4970488374394,123.62195784762672,114.45,147.0
118.91849593033194,122.54837019938834,119.2551724137931,157.0
98.52340110286357,95.94246780889243,90.22068965517241,86.0
103.9823243662056,102.74345892446082,130.2896551724138,134.5
96.59062025354379,94.20375653841347,89.82068965517242,84.0
24.486412239051866,21.399239342916502,32.65689655172414,20.5
130.03501844608263,128.4801445374444,100.9,84.5
110.80462857007831,107.8814038254269,95.68103448275862,52.5
165.4578720295956,122.06010918593655,105.88275862068966,116.5
122.7306324322246,114.11258894963666,145.33793103448275,145.0
73.96664438107486,74.29000266433319,81.1051724137931,81.0
48.49999999993272,73.60241900069629,51.203448275862065,48.5
114.0095403480623,101.41135393175952,123.29482758620689,139.0
96.01159549701723,117.47285811170741,97.42931034482758,106.5
88.06884245983512,86.88952623097205,91.28448275862068,85.0
54.57792521378335,70.80818296174948,56.793103448275865,54.0
105.52754137987145,103.37321175823915,96.62413793103448,90.5
80.87842495660122,87.75935191827023,77.53275862068965,76.5
106.55653699002653,95.30811329637572,96.88793103448276,95.5
124.74327537984155,133.8889338798931,104.16724137931034,113.0
118.84299467884533,119.61607267919308,128.02068965517242,138.5
93.90495722187372,92.95565937623053,108.55172413793103,111.5
83.99700550593712,92.90449838838863,84.73103448275862,71.5
126.48342705951049,117.14649204177766,122.47413793103448,124.0
117.71515114536922,108.94781171227092,109.46206896551725,167.5
72.53626011861188,79.21181117486125,84.87413793103448,90.0
46.44851447320115,55.235026041582856,73.83620689655173,60.0
161.59329842642245,152.33474023921883,127.5844827586207,232.5
100.16796848883976,93.39973599227511,81.35344827586206,66.5
103.68699925023685,97.35699263948618,101.79137931034482,109.0
100.82580608569958,94.933032828288,93.90344827586208,87.0
123.91160309585821,121.04531208659887,108.25862068965517,113.5
51.00000000021678,95.22495040021211,64.76034482758621,51.0
119.91444950446193,103.88401946582209,89.95517241379311,87.0
54.57792521378335,70.80818296174948,56.793103448275865,54.0
73.96186196792794,68.70876799261168,80.78965517241379,76.0
91.88225645156068,88.30918777054924,97.56206896551724,96.0
73.96664438107486,74.29000266433319,81.1051724137931,81.0
78.04234183132581,71.80880948815118,63.55172413793103,51.5
77.79957191852708,89.07202140338268,84.42068965517241,84.5
92.11736659569405,87.36934467289466,93.75,82.0
98.31069408430099,93.57051900574622,97.70517241379311,93.0
78.26619922579592,79.6969848294425,73.22586206896551,70.0
187.53394336716656,186.7931700046293,188.4551724137931,225.0
74.48548820052959,107.45308409427092,86.94827586206897,75.5
83.03722590982457,110.71877143976636,95.5844827586207,84.0
85.0893755520439,108.75133391206364,87.08620689655173,75.5
132.71503265457713,129.37338403392562,165.98275862068965,181.0
124.74327537984155,133.8889338798931,104.16724137931034,113.0
132.58805643671104,126.36298817198619,114.2448275862069,132.5
-30.991635142135053,31.665292313460412,60.929310344827584,20.0
152.39229111682255,144.69982126734774,126.67758620689655,140.0
106.99999999992528,131.81218235502791,115.17758620689655,107.0
57.71344435721053,46.47120493130559,61.58793103448276,61.0
124.31721117770866,122.76504025380538,97.06896551724138,86.5
110.8349219358051,111.85832748023935,141.27068965517242,164.5
94.389515323376,99.02531010285915,102.33793103448276,107.5
164.17519555952123,154.8360792476305,124.80862068965517,116.5
58.229075639724314,60.291600112613715,67.71724137931035,50.0
52.093830729868095,67.00135853149399,70.53103448275863,48.0
76.06176178139377,81.92538633635107,65.62758620689655,64.0
115.32703738324496,115.87270744231455,107.66896551724138,114.0
87.55012909570839,86.58147871823599,86.54137931034482,97.5
106.94605368095682,101.53889698604429,92.71724137931035,76.5
194.49076501007124,111.68789413935212,96.07068965517242,85.0
133.82230434034645,132.56194890899462,128.8896551724138,130.0
90.710884238524,93.58747936737026,97.34310344827587,66.5
